Order Date,year,month,day_of_week,is_weekend,Quarter,ShippingDuration,Ship Mode,Segment,State,Region,Num Products,Sales,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_30
2015-03-23,2015,3,0,0,1,3.0,Second Class,Consumer,California,West,2,935.1519999999999,59.109,16.272,5.76,653.4155714285715,1390.0351,4330.137324486988
2015-03-23,2015,3,0,0,1,3.0,First Class,Consumer,Florida,South,1,9.912,935.1519999999999,13.456,6.72,784.684142857143,1421.0148333333334,4323.211198684129
2015-03-24,2015,3,1,0,1,5.0,Second Class,Consumer,California,West,1,40.48,9.912,310.528,11.64,784.1778571428571,1421.121233333333,4323.175229864987
2015-03-24,2015,3,1,0,1,4.0,Standard Class,Consumer,New York,East,1,24.9,40.48,3769.56,840.712,745.5995714285715,1422.0825666666667,4322.8541940945925
2015-03-25,2015,3,2,0,1,5.0,Standard Class,Consumer,California,West,4,92.36,24.9,388.70399999999995,147.344,210.64814285714283,1394.8888333333332,4329.1988807896005
2015-03-26,2015,3,3,0,1,4.0,Standard Class,Corporate,California,West,1,66.3,92.36,16.28,479.96,168.3132857142857,1393.0560333333333,4329.7568539253025
2015-03-26,2015,3,3,0,1,5.0,Second Class,Corporate,California,West,3,60.08,66.3,59.109,25.92,175.459,1379.2673666666667,4333.422122237108
2015-03-26,2015,3,3,0,1,4.0,Second Class,Consumer,California,West,1,18.75,60.08,935.1519999999999,1139.92,175.5977142857143,1380.4060333333332,4333.058721806114
2015-03-30,2015,3,0,0,1,5.0,Standard Class,Consumer,California,West,1,205.666,18.75,9.912,91.056,44.683142857142855,1343.0337,4340.033813605374
2015-03-30,2015,3,0,0,1,35.0,Standard Class,Consumer,Minnesota,Central,1,129.3,205.666,40.48,583.358,72.648,1346.8540333333333,4338.944059009515
2015-03-30,2015,3,0,0,1,5.0,Standard Class,Corporate,Washington,West,2,60.239999999999995,129.3,24.9,13.940000000000001,85.33657142857143,1331.7187666666666,4342.489633169938
2015-03-30,2015,3,0,0,1,1.0,First Class,Corporate,New York,East,1,10.5,60.239999999999995,92.36,280.276,90.38514285714287,1333.2621,4342.013342517249
2015-03-31,2015,3,1,0,1,0.0,Same Day,Consumer,Florida,South,3,1142.165,10.5,66.3,370.78200000000004,78.69085714285714,1324.2695666666666,4344.547950803387
2015-03-31,2015,3,1,0,1,4.0,Standard Class,Consumer,Illinois,Central,2,88.118,1142.165,60.08,471.92,232.38585714285713,1349.9823333333334,4340.991461320195
2015-03-31,2015,3,1,0,1,4.0,Standard Class,Corporate,Florida,South,1,1.869,88.118,18.75,25.184,236.39128571428571,1337.1889333333331,4344.232788709266
2015-03-31,2015,3,1,0,1,34.0,Standard Class,Consumer,California,West,2,726.548,1.869,205.666,103.5,233.97971428571432,1336.4117666666668,4344.477673505437
2015-03-31,2015,3,1,0,1,0.0,Same Day,Consumer,Pennsylvania,East,1,0.852,726.548,129.3,126.624,308.39142857142855,1357.1800333333333,4339.867406899253
2015-04-01,2015,4,2,0,1,122.0,Standard Class,Home Office,Illinois,Central,3,288.06,0.852,60.239999999999995,3455.13,290.04171428571425,1352.9876333333332,4341.157697454269
2015-04-02,2015,4,3,0,1,122.0,Second Class,Corporate,California,West,1,17.248,288.06,10.5,249.92000000000002,322.5874285714286,1247.4186333333334,4326.759472258173
2015-04-02,2015,4,3,0,1,122.0,Standard Class,Home Office,California,West,2,117.136,17.248,1142.165,1198.33,323.5514285714286,1239.6628999999998,4328.817191773923
2015-04-03,2015,4,4,0,1,153.0,Standard Class,Consumer,Florida,South,1,15.552,117.136,88.118,23661.228,177.11871428571428,1203.6231,4333.671225102683
2015-04-03,2015,4,4,0,1,0.0,Same Day,Consumer,South Carolina,South,1,354.9,15.552,1.869,3247.1580000000004,166.75214285714287,415.4338999999999,891.9314759410829
2015-04-04,2015,4,5,1,1,153.0,Standard Class,Home Office,California,West,1,18.9,354.9,726.548,590.762,217.18514285714284,319.0252999999999,713.825908587886
2015-04-04,2015,4,5,1,1,122.0,Standard Class,Corporate,Louisiana,South,4,364.93,18.9,0.852,16.272,116.09257142857142,299.9632333333332,713.9547193063238
2015-04-04,2015,4,5,1,1,153.0,Standard Class,Consumer,Michigan,Central,2,84.83,364.93,288.06,13.456,168.10371428571426,311.5851666666665,712.0126108008097
2015-04-04,2015,4,5,1,1,30.0,First Class,Corporate,California,West,1,7.184,84.83,17.248,310.528,139.07085714285714,313.9642999999998,711.1007464771953
2015-04-05,2015,4,6,1,1,30.0,First Class,Consumer,Texas,Central,2,43.312000000000005,7.184,117.136,3769.56,137.63314285714284,303.85283333333325,713.3045722052416
2015-04-05,2015,4,6,1,1,0.0,Same Day,Consumer,Connecticut,East,1,27.46,43.312000000000005,15.552,388.70399999999995,127.08685714285714,179.64456666666652,284.618530222676
2015-04-05,2015,4,6,1,1,91.0,First Class,Corporate,Washington,West,2,69.86,27.46,354.9,16.28,128.78799999999998,167.60309999999987,283.1064082100767
2015-04-05,2015,4,6,1,1,122.0,Standard Class,Consumer,Michigan,Central,1,46.8,69.86,18.9,59.109,88.068,169.38909999999987,282.28667574811413
2015-04-06,2015,4,0,0,1,153.0,Standard Class,Home Office,Ohio,East,1,16.224,46.8,364.93,935.1519999999999,92.05371428571428,168.97879999999986,282.46138512057667
2015-04-06,2015,4,0,0,1,153.0,Standard Class,Consumer,New York,East,4,440.04799999999994,16.224,84.83,9.912,42.23857142857143,138.34786666666653,243.67259143349065
2015-04-07,2015,4,1,0,1,91.0,First Class,Corporate,Colorado,West,2,209.96800000000002,440.04799999999994,7.184,40.48,92.984,152.68573333333322,248.4624157140842
2015-04-07,2015,4,1,0,1,153.0,Standard Class,Consumer,Virginia,South,2,37.44,209.96800000000002,43.312000000000005,24.9,121.95314285714286,158.33533333333318,247.74898174596225
2015-04-08,2015,4,2,0,1,122.0,Standard Class,Corporate,Maine,East,3,617.12,37.44,27.46,92.36,121.11428571428571,158.75333333333322,247.5265664911946
2015-04-08,2015,4,2,0,1,153.0,Second Class,Consumer,Utah,West,6,2126.034,617.12,69.86,66.3,205.35142857142858,176.24533333333324,260.8557176128857
2015-04-10,2015,4,4,0,1,122.0,Standard Class,Consumer,California,West,2,110.098,2126.034,46.8,60.08,499.0905714285714,244.90313333333322,440.2779889962734
2015-04-10,2015,4,4,0,1,61.0,First Class,Consumer,New York,East,1,589.41,110.098,16.224,18.75,508.1331428571429,246.5703999999999,439.6482120442398
2015-04-10,2015,4,4,0,1,153.0,Standard Class,Consumer,Washington,West,1,29.24,589.41,440.04799999999994,205.666,590.0168571428572,265.5923999999999,441.79132702532803
2015-04-11,2015,4,5,1,1,122.0,Second Class,Corporate,North Carolina,South,2,66.616,29.24,209.96800000000002,129.3,531.33,259.7115333333332,443.7862746007158
2015-04-11,2015,4,5,1,1,122.0,Standard Class,Consumer,California,West,1,35.34,66.616,37.44,60.239999999999995,510.8511428571429,257.6220666666665,444.56833806296265
2015-04-11,2015,4,5,1,1,183.0,Standard Class,Home Office,New York,East,1,52.064,35.34,617.12,10.5,510.5511428571429,256.7920666666665,444.9726136072629
